ARDACODE,WAVE,ICOUNTRY,UNREGION,CIANAME,UNNAME,ISO3,NUMISO,COWCODE,GRI2008,GFI2008,MSRI2008,RELRECOD,UNHDI80,UNHDI90,UNHDI00,UNHDI05,UNHDI10,UNHDRK10,UNH_8010,UNH_9010,UNH_0010,UNHDIMP,UNINHDI,UNINLEPC,UNINEDUC,UNIN_INC,UN_GINI,UN_GII,UN_GII_R,UNMMORTR,UNADFERT,UNFEMPS,UNSED_F,UNSED_M,UN_CONTR,UNANTEN,UNBIRSK,UNMPI,UNMPIPOP,UNMPIRSK,UNDEP_ED,UNDEP_H,UNDEP_LS,UNPOVNPL,UNPOLFRE,UNHUMNR,UNPRESS,UNJOURN,UNBRIBE,UNDECNTR,UNPOLEN,UNADJNS,UNFOSSIL,UNRENEW,UNCO2_90,UNCO2_06,UNPROTEC,UNDEGRAD,UNACCH20,UNACCSAN,UNPOLDTH,UNNTLDIS,UNARMS_E,UNARMS_I,UNREFUGE,UNCIVINT,UNDRNR92,UNDRNR06,UNDEPR92,UNDEPR06,UNSATI,UNSATIF,UNSATJOB,UNSATHLT,UNSATLIV,UNHOMIC,UNROBBRY,UNASVICT,UNSAFWLK,UNPOP90,UNPOP10,UNPOP30,UNGR9095,UNGR1015,UNURB90,UNURB10,UNMAGE90,UNMAGE10,UNDRAT90,UNDRAT10,UNTFR95,UNTFR15,UNSEXR90,UNSEXR10,UNEMRT91,UNEMRT08,UNFEMP,UNFEMPF,UNVEMP,UNVEMPF,UNEMP125,UNCHLAB,UNMATLV,UNLIT,UNSECED,UNPRIM_G,UNPRIM_N,UNSEC_G,UNSEC_N,UNTERT_G,UNDROP,UNREPIT,UNPUPT,UNTRAIN,UNHLTH_,UNDOCS,UNBEDS,UNDTP,UNMEASLE,UNHIV_YF,UNHIV_YM,UNHIV_A,UNINFM,UN_5M,UNMORT_F,UNMORT_M,UNNONCOM,UNEXP_ED,UNEXP_H,UNEXP_RD,UNEXP_M,UNEXP_D,UNTAXREV,UNGFC,UNINVEST,UNODA_T,UNODA_PC,UNODASOC,UNREMITT,UNREMITP,UNGDP,UNGDPPPP,UNGDPCAP,UNGDPGRO,UNCPI_CH,UNROAD,UNRAIL,UNAIRFR,UNNOELEC,UNNEWSP,UNRADIO,UNTVCOV,UNPHONO,UNPHOPER,UNMOBCOV,UNNETUSE,UNNETGRO,UNBROADB,UNPCS,UNMOBCHG,UNFIXCHG,UNCALLP,CIATAREA,CIALAREA,CIAWAREA,CIABORD,CIACSTL,CIAPOP,CIAPSTR1,CIAPSTR2,CIAPSTR3,CIAPOPGR,CIABIRTH,CIAMORT,CIAMIGR,CIAURB_P,CIAURB_R,CIAINF_T,CIAINF_M,CIAINF_F,CIALIFEX,CIALIF_M,CIALIF_F,CIA_TFR,CIAHIV_R,CIAHIV_P,CIALIT_T,CIALIT_M,CIALIT_F,CIAEDEX,CIAGDPPP,CIAGDPOF,CIAGDPAG,CIAGDPIN,CIAGDPSV,CIALABOR,CIAUNEMP,CIAPOVL,CIAINVST,CIA_REV,CIA_EXPN,CIAPDEBT,CIAINFLA,CIAINGRO,CIAELPRO,CIAELCON,CIAELEX,CIAELIMS,CIAOIL_P,CIAOIL_C,CIAOIL_E,CIAOIL_I,CIAOIL_R,CIANG_P,CIANG_C,CIANG_E,CIANG_I,CIANG_R,CIA_ACC,CIAEXPRT,CIAIMPRT,CIARSRV,CIADEBTX,CIATELE1,CIATELE2,CIANET1,CIANET2,CIA_AIR1,CIA_AIR2,CIA_AIR3,CIA_HELI,CIA_RAIL,CIA_ROAD,CIA_WW,CIA_MILX,GRI_08R,GFI_08R,MSRI_08R,I_RELIGION,I_REGION,I_GVTREG,I_GVTFAV,I_SOCREG
196,2011.46,Saudi Arabia,21,Saudi Arabia,Saudi Arabia,SAU,682,670,9.444,9.333,10,7,0.556,0.62,0.69,0.732,0.752,-2,1.01,0.96,0.85,21,,0.737,,,,0.76,128,18,26.1,0,50.26666667,57.86666667,23.8,,96,,,,,,,,0,4,76.5,1,29,0,22,-1.8,100,0,13.16666667,15.8,31.3,4,,,108,61,,115,0.7,0,-1,-1,8,7,7.7,7.566666667,92,84,77,0.9,,6,77,16.3,26.16666667,36.5,2.266666667,1.9,76.56666667,82.06666667,19.36666667,24.6,79.2,53.6,5.5,2.766666667,102.2,102.0666667,50.36666667,50.36666667,,,,,,,70,85.5,48.76666667,98.4,84.5,94.56666667,73,29.86666667,3.6,3.266666667,,91.5,768,16,22,2,3,,,,18,21,103,186,678,5.7,2.7,0,8.166666667,,,19.3,4.766666667,0,0,,0,9,468.8,590.7666667,19022,1.1,1.7,10,2758,1383,0.8,,,,163,837,98,31.5,1612,4.2,68.26666667,26.66666667,80,4,2149690,2149690,0,4431,2640,26131703,29.36666667,67.56666667,3,1.536,19.33888889,3.33,-0.64,82,2.2,16.16,18.53888889,13.65,74.10888889,72.15,76.15888889,2.31,0.008888889,,78.76666667,84.7,70.76666667,5.598888889,6.22E+11,4.44E+11,2.7,61.86666667,35.36666667,7.336999999,10.8,,24.5,185.1,173.1,16.66666667,5.7,3.1,179.1,165.1,0,0,9764000,2430000,8728000,79250,264600,77.1,77.1,0,0,7461,52.03,235.3,99.17,456.2,82.92,4171000,44864000,488598,9774000,217,81,136,9,1392,221372,,10,9,9,10,4,2,3,3,3
197,2011.46,Senegal,20,Senegal,Senegal,SEN,686,433,0,3.333,0,6,0.291,0.331,0.36,0.388,0.411,0,1.148888889,1.08,1.34,40,0.262,0.359,0.172,0.293,39.2,0.727,113,980,104.4,29.16666667,10.9,19.36666667,11.8,87,52,0.384,66.9,11.56666667,66.9,54.26666667,54.86666667,,2,3,22,0,20,0,26,12.16666667,53,47,0.4,0.4,24.1,16,31,49,1911,7394,,1,16,0,28,25,14,10,4.5,4.566666667,39,68,27,1.1,,10,63,7.5,12.9,19.5,2.766666667,2.366666667,38.86666667,42.36666667,16.5,18,97.2,84.2,6.5,4.5,102,102.2666667,66.76666667,66,,,,,44.36666667,22,98,41.86666667,8.566666667,83.5,72.9,30.6,25.1,8,41.6,7.7,36.36666667,90.5,99,1,3,12,23,0.8,0.3,1,57,108,247,293,852,5.066666667,3.2,0.1,1.6,1.366666667,16.1,30.16666667,5.266666667,8.098888889,86.56666667,42.86666667,9.666666667,105,13.3,21.86666667,1087,0.2,2.2,,,0,60.6,9,,,46,1134,85,8.4,2450,0.4,,5.566666667,22.3,22,196722,192530,4192,2640,531,12643799,43.26666667,53.86666667,2.9,2.557,36.72888889,9.258888889,-1.9,42,3.298888889,56.42,62.93888889,49.7,59.78,57.85,61.77,4.78,0.9,59000,39.26666667,51.1,29.16666667,5.798888889,23880000000,12880000000,14.9,21.36666667,63.6,5.53,48,54,25.86666667,2.726,3.315,32.1,1.198888889,3.766666667,1.88,1.384,0,0,0,39000,5653,42850,0,0.05,0.05,0,0,,-1.046,2.112,4.474,2.2,3.884999999,278800,6902000,241,1818000,20,10,10,,906,13576,1000,1.398888889,0,3,0,4,1,0,1,0
199,2011.46,Seychelles,5,Seychelles,Seychelles,SYC,690,591,0,2,0,2,,,,,,,,,,,,,,,,,,,,23.5,66.9,66.56666667,,,,,,,,,,,1,,16,0,,,,,,,1.6,8.566666667,42,,,,0,22448,,,,,,,,,,,,,,8.4,,,,0.1,0.1,0.1,1,0.3,49.26666667,55.26666667,,,,,,,,,,,,,,,,,,91.76666667,66.76666667,125.2666667,99.4,111.7666667,94.26666667,,1.6,,13.06666667,77.9,1094,15,39,1,1,,,,11,12,109,232,650,5,3.6,0.4,1.3,12.56666667,26,28.3,43.7,1.6,134.1666667,37.36666667,1.366666667,138,0.8,1.9,9580,3.2,4.4,,,27,,,,,133,140,98,39,445,4.066666667,21.6,9.066666667,55.36666667,8,455,455,0,0,491,89188,21.86666667,71,7.2,0.945,15.33,6.91,1.03,55,1.3,11.66,14.61888889,8.598888889,73.51888889,68.87,78.31888889,1.91,,,91.76666667,91.4,92.26666667,5,2053000000,936000000,2.9,30.8,66.2,0.039559999,2,,36.2,0.3165,0.3103,58.76666667,-2.2,2,0.25,0.2325,0,0,0,7000,0,7653,0,0,0,0,0,0,-0.351,0.464,0.831,0.193,1.374,22100,92300,256,32000,14,8,6,,,458,,2,0,2,0,1,1,0,1,0
200,2011.46,Sierra Leone,20,Sierra Leone,Sierra Leone,SLE,694,451,0,0,0,6,0.229,0.23,0.236,0.292,0.317,1,1.09,1.62,2.95,53,0.193,0.248,0.15,0.192,42.5,0.756,125,2100,126,13.16666667,9.5,20.36666667,8.166666667,87,42,0.489,81.5,11.06666667,60.6,58.2,92.4,70.2,2,3,34,0,15,0,41,-1,,,0.1,0.2,5,0,51,87,5623,457,,,32.5,0,45,46,22,22,3.6,3.7,49,47,19,2.6,3,26,53,4.066666667,5.766666667,8.9,-0.5,2.266666667,32.86666667,38.36666667,18.66666667,18.16666667,82.4,82.9,5.5,5,98.06666667,100.7,63.6,64.76666667,81.9,0.92,,,67.06666667,48,,39.76666667,9.066666667,157.6666667,,34.6,24.86666667,2,,9.9,44.2,49.36666667,32,-1,4,40,40,1.3,0.4,1.7,123,194,368,422,1033,3.766666667,1.366666667,,2.366666667,0.3,10.8,14.66666667,-0.2,19.19888889,66,53.1,7.7,27,2,4.266666667,352,0.2,,,,,,,,,19,3264,70,0.3,178,,,,,,71740,71620,120,958,402,5363669,41.76666667,54.5,3.7,2.249,38.46,11.73,-4.25,38,3.298888889,78.37888889,87.2,69.29888889,56.13,53.68888889,58.64888889,4.94,1.6,49000,35.1,46.86666667,24.36666667,4.298888889,4720000000,1905000000,49,31,21,2.206999999,,70.2,,0.096,0.351,,11.69888889,,0.08,0.0744,0,0,28.98,9000,502.3988889,8316,0,0,0,0,0,0,-0.062999959,0.216,0.56,,1.61,32800,1160000,281,14900,9,1,8,2,,11300,800,2.298888889,0,0,0,4,1,0,0,0
201,2011.46,Singapore,16,Singapore,Singapore,SGP,702,830,7.222,1.733,0,14,,,,0.826,0.846,1,,,,,,0.925,,,42.5,0.255,10,14,4.5,24.5,57.26666667,64.76666667,,,100,,,,,,,,1,1,45,0,1,0,12,34.7,100,0,15.56666667,12.8,5.4,,0,0,262,52,1,1123,0.1,0,,,,,6.7,6.7,88,95,79,0.4,22,0,98,3,4.766666667,5.5,2.9,0.9,100,100,29.3,40.6,37.1,34.7,1.8,1.3,107.4,107.2666667,63.7,61.6,89.76666667,1.06,10.16666667,0.59,,,84,94.5,59.1,,,,,,,0.3,19.5,97.06666667,1643,15,32,3,5,0.1,0.2,0.2,2,3,47,82,345,2.766666667,1,2.6,4.066666667,,14.56666667,28.5,12.5,,,,,,181.9,238.5,37597,5,1.3,472,,,0,361,,,170,68,100,69.56666667,148,21.66666667,76,5,37.76666667,2,697,687,10,0,193,4740737,13.8,77,9.166666667,0.817,8.5,4.95,4.63,100,0.9,2.318888889,2.52,2.108888889,82.14,79.53,84.95888889,1.11,0.1,3400,92.5,96.56666667,88.56666667,3,2.92E+11,2.23E+11,0,27.16666667,72.76666667,3.075,2.1,,27.16666667,29.87,34.01,102.4,2.798888889,25,39.21,37.11,0,0,10910,927000,1374000,1195000,0,0,8.341,0,8.341,0,44.07999996,351.2,310.4,225.8,21.66,1852000,6652000,992786,3235000,8,8,,,,3356,,4.9,7,2,0,5,2,3,1,0
202,2011.46,Slovakia,7,Slovakia,Slovakia,SVK,703,317,0.556,8.266962963,5,2,,,0.764,0.796,0.818,5,,,0.69,,0.764,0.816,0.821,0.664,25.8,0.352,31,6,20.66666667,19.3,80.76666667,87.06666667,,,100,0,0,0,0,3.766666667,0,16.8,2,1,11,0,,2,14,-81.06666667,71,6,8.4,7,23.5,9,0,0,74,219,8,,0.3,0,-1,-1,7,5,5.766666667,,76,72,47,1.7,25,2,47,5.266666667,5.4,5.266666667,0.4,0.1,56.5,55,31.3,37.2,55.2,37.76666667,1.9,1.366666667,104.2666667,105.5,54.5,52.6,89.26666667,1.09,10.56666667,0.44,,,196,,98.76666667,101.9,91.76666667,92.76666667,,50.1,2.6,3,18.6,,1555,31,68,1,1,,,-1,7,8,73,195,628,3.6,5.2,0.5,1.5,,13.5,26.1,3.266666667,,,,2,365,98.5,119.7,18212,0.9,5.066666667,89,3592,46,,126,,,122,125,100,66,604,11.16666667,58.2,14,55.7,48,49035,48105,930,1474,0,5477038,15.56666667,71.56666667,12.8,0.116962963,10.48,9.598888889,0.29,55,0.1,6.588888889,7.69,5.428888889,75.82888889,71.92,79.93,1.37,-1,-1,99.56666667,99.7,99.56666667,3.6,1.20E+11,87450000000,2.7,35.6,61.76666667,2.673,13.5,21,22.16666667,28.45,35.01,41,1,7.5,25.9,28.75,8891,9412,4114,79930,75110,144000,9,0.103,6.493,0.015,6.974,14.16,-1.93,64.18,62.43,1.159999959,59.33,1022000,5498000,1133000,4063000,36,20,16,1,3622,43761,172,1.87,1,8,5,1,4,1,3,2
203,2011.46,Slovenia,19,Slovenia,Slovenia,SVN,705,349,0,2,2,2,,,0.78,0.813,0.828,0,,,0.59,,0.771,0.891,0.75,0.685,31.16666667,0.293,17,6,4.9,10,45.86666667,63.7,,,100,,0,0.4,0,3.1,0,,2,1,9.5,0,9,,36,18.1,69,10,6.4,7.566666667,12.06666667,8,1,0,150,33,,,0.1,0,-1,-1,7,10,7.066666667,7,88,78,70,0.5,19,3,79,1.9,2,2,0.4,0.2,50.36666667,49.5,34.1,41.7,47.1,43.26666667,1.366666667,1.5,105.0666667,105.2666667,54.5,54.1,89.06666667,1.03,11,0.79,,,365,99.7,94.26666667,102.9,95.56666667,93.5,88.5,85.5,1.1,0.6,17.1,,2099,24,47,3,4,,,-1,3,4,55,132,480,5.2,5.566666667,1.5,1.5,,20,27.5,3.5,,,,0.6,170,54.6,56.26666667,27019,2.366666667,4.4,191,1228,,,,,,152,53,100,55.7,275,21.16666667,42.7,25.36666667,130.9,12,20273,20151,122,1086,46.6,2000092,13.4,69.76666667,16.8,-0.163,8.848888889,10.86888889,0.39,50,0.2,4.168888889,4.71,3.58,77.29888889,73.64,81.2,1.3,-1,-1,,,,5.2,56580000000,47850000000,2.366666667,31,66.56666667,0.93,10.56666667,12.3,18.66666667,22.56,25.53,35.5,2.1,1,13,14.7,7820,6218,5,60000,0,57000,0,0,1.05,0,1.05,0,-0.598,24.97,25.96,,51.57,1034000,2100000,137494,1298000,16,7,9,,1228,38873,,1.7,0,2,2,1,4,0,1,1
204,2011.46,Solomon Islands,8,Solomon Islands,Solomon Islands,SLB,90,940,0,5.799962963,0,4,,,0.459,0.483,0.494,-4,,,0.73,,,0.557,0.284,,,,,220,41.76666667,0,,,,74,43,,,,,,,,2,1,,0,,,,54.7,,,0.5,0.4,0.1,,,,433,2050,,,0.1,0,25,9,13,8,,,,,,,10,,,0.3,0.5,0.8,2.9,2.2,13.66666667,18.6,17,20.3,93.4,71.76666667,5.5,3.5,109,108.9,67.06666667,64.5,,,,,,,,76.56666667,,107.2666667,67,34.76666667,30.16666667,,,,,,123,1,14,22,40,,,,30,36,136,182,694,2.2,4.266666667,,,2.766666667,,13.4,11.8,35.1,439.8,79.26666667,3.2,41,0.6,1.3,1263,0.7,9.066666667,,,1,,11,,,7,330,,2,400,0.3,,36.2,,,28896,27986,910,0,5313,571890,37.76666667,58.26666667,3.9,2.22,28.03,3.93,-1.9,19,4.2,17.82,20.28888889,15.23,74.18,71.59888889,76.89,3.588888889,,,,,,,1627000000,712000000,42,11,47,0.2025,,,,0.0497,0.0751,,6.298888889,,0.071,66.03,0,0,0,2000,0,1323,0,0,0,0,0,0,-0.143,0.237,0.256,,0.166,8200,30000,4065,10000,36,2,34,3,,1360,,3,0,6,0,3,3,0,2,0
205,2011.46,Somalia,5,Somalia,Somalia,SOM,706,520,8.611,2.399962963,10,7,,,,,,,,,,,,,,,,,,1400,70.06666667,8.166666667,,,14.56666667,26,33,0.514,81.2,9.5,74.5,47.6,86.7,,0,5,77.5,0,,,,,,,0,0,0.6,26,70,77,3490,67697,,,,,,,,,,,,87,73,,,13,74,6.566666667,9.4,15.66666667,-0.2,2.7,29.66666667,37.5,17.6,17.6,90,90.76666667,6.5,6.2,100.5666667,101.2,65.56666667,66.5,,,,,,49,,,,,,,,,,,,,,-1,,69,76,0.3,0.6,0.5,119,200,373,459,1148,,,,,,,,,,84.7,16.8,,,,,,-1.366666667,,,,,,,,,8,592,,1.1,580,,,,,,637657,627337,10320,2340,3025,9925640,44.7,52.86666667,2.366666667,1.603,42.71,14.86888889,-11.81,37,4.098888889,105.56,114.53,96.31,50.39888889,48.49,52.36888889,6.348888889,0.7,34000,37.76666667,49.7,25.8,,5896000000,2372000000,65,10,25,3.447,,,,,,,,,0.28,0.2604,0,0,108.0988889,5000,1475,6387,0,0,0,0,0,5.663,,0.3,0.798,,3,100000,641000,3,106000,59,7,52,,,22100,,0.9,9,2,10,4,1,3,1,3
206,2011.46,Somaliland,5,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
207,2011.46,South Africa,18,South Africa,South Africa,ZAF,710,560,0,0,1.333,1,,0.601,,0.587,0.597,-6,,-0.028888889,,,0.411,0.353,0.529,0.373,57.76666667,0.635,82,400,59.2,33.86666667,66.26666667,68,60.26666667,92,91,0.013962963,3.1,3.9,3.2,8.066666667,10.8,22,1,3,8.5,0,13,2,24,-3.5,88,10,9.066666667,8.566666667,6.9,17,9,23,350,33998,161,387,0.5,0,-1,-1,,,5,4.7,66,79,42,36.5,,15,20,36.7,50.5,54.7,2.366666667,0.5,52,61.7,20.1,24.86666667,72.7,53.6,3.266666667,2.366666667,101.5,101.5666667,39.36666667,41.1,97.06666667,0.99,2.7,1.5,44.36666667,,112,89,57.86666667,104.5,87.5,95.06666667,71.9,,23,8,,78.7,819,8,28,33,38,12.66666667,4,18.1,48,67,479,563,867,5.066666667,3.6,1,1.3,1.7,27.66666667,23.16666667,3.5,0.4,23.1,66.76666667,0.3,17,276.3666667,492.1666667,5678,0.6,4.266666667,,24487,761,24.16666667,30,,,102,272,100,8.566666667,75,0.9,,18,51.5,18,1219090,1214470,4620,4862,2798,49004031,28.5,65.76666667,5.7,-0.38,19.48,17.08888889,-6.19,62,1.198888889,43.2,47.18888889,39.14,49.32888889,50.24,48.39,2.298888889,17.8,5600000,86.4,87,85.7,5.4,5.24E+11,3.57E+11,3,31.16666667,65.76666667,17.32,23.3,50,19.86666667,103.1,126.2,33.2,4.5,3,240.3,215.1,14160,10570,191000,579000,128500,490500,15,3.25,6.45,0,3.2,0.027159999,-16.51,76.86,77.04,45.52,80.52,4320000,46436000,3751000,4420000,578,147,431,1,20872,362099,,1.7,0,0,1,3,1,0,0,1
208,2011.46,Spain,19,Spain,Spain,ESP,724,230,0.833,7.933,0.667,2,0.68,0.729,0.828,0.848,0.863,1,0.79,0.84,0.42,24,0.779,0.928,0.781,0.653,34.7,0.28,14,4,12.06666667,33.6,70.9,75.7,65.7,,,,,,,,,,2,3,11,0,6,2,17,10.06666667,83,7,5.9,8,8.566666667,1,0,0,137,20,603,361,0,0,-1,-1,,,7.566666667,7.566666667,86,84,78,0.9,1067,6,58,38.76666667,45.26666667,49.76666667,0.3,0.8,75.4,77.4,33.7,40.2,50.2,47.26666667,1.3,1.6,105.7666667,106.4,41.2,48.6,88.06666667,1.04,11.8,0.73,,,112,97.56666667,46.86666667,105.4,99.7,119.0666667,94.26666667,68.5,0.1,,13.06666667,,2671,38,34,3,2,0.2,0.6,0.5,4,4,43,102,379,4.4,6.066666667,1.3,1.166666667,,10.56666667,29.36666667,4.4,0.45,,,0.7,258,1604.2,1442.9,35215,2.1,3.2,,15046,1306,,144,,,153,65,99,55.36666667,349,20.16666667,40,0,117.5666667,10,505370,498980,6390,1917.766667,4964,46754784,15.06666667,67.7,17.1,0.574,10.66,8.8,3.89,77,1,3.39,3.74,3.028888889,81.17,78.15888889,84.37,1.47,0.4,130000,97.9,98.7,97.2,4.298888889,1.37E+12,1.41E+12,2.9,25.5,71.56666667,22.96,20,19.8,22.86666667,515.8,648.6,63.36666667,1.3,-2,300.5,276.1,16920,5880,27230,1482000,218600,1716000,150,0.013,33.88,0.975,34.67,2.548,-66.73999996,268.3,324.6,,2166,20057000,50991000,3822000,28119000,154,97,57,9,15288,681298,1000,1.198888889,1,8,1,1,4,1,3,1
209,2011.46,Spanish Northern Africa,11,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
210,2011.46,Sri Lanka,15,Sri Lanka,Sri Lanka,LKA,144,780,6.944,2.399962963,10,14,0.513,0.558,,0.635,0.658,0,0.83,0.82,,51,0.546,0.756,0.519,0.414,41.1,0.599,72,58,29.8,5.766666667,56,57.6,68,99,99,0.020962963,5.266666667,14.4,0.5,9.8,26.36666667,22.66666667,2,4,75,1,5,2,12,10.4,46,55,0.2,0.6,20.8,21,10,9,315,31444,,,137.8,2,27,21,15,14,4.7,4.766666667,86,77,58,7.4,,4,72,17.3,20.36666667,22.16666667,1.1,0.7,18.6,14.3,24.3,30.6,59.86666667,47.1,2.5,2.2,103.5,103.7,51.26666667,51.26666667,59.26666667,0.91,40.7,1.138888889,17.8,8,84,90.56666667,44.86666667,105.0666667,99.7,87,,,2,0.8,22.5,,179,6,31,2,2,,-1,,13,15,93,315,681,,2,0.2,3.6,3.1,14.16666667,25.3,1.9,1.8,36.2,28.36666667,7.266666667,146,40.6,91.9,2013,3.366666667,11,,1463,,23.36666667,,,,72,1104,95,5.766666667,850,0.5,,5.5,129.1666667,5,65610,64630,980,0,1340,21283913,24.86666667,67.2,7.9,0.934,17.42,5.92,-2.16,14,1.1,9.698888889,10.67888889,8.678888889,75.73,72.20888889,79.37888889,2.2,-1,2800,90.7,92.26666667,89.06666667,,1.07E+11,49680000000,12.56666667,29.8,57.6,8.099999999,5.4,23,23.6,7.415,11.18,86.7,5.598888889,6.9,9.901,8.417,0,0,0,90000,968.3988889,87690,0,0,0,0,,0,-1.784,7.908,11.6,5.63,17.97,3523000,15868000,8865,1777000,18,14,4,,1449,91907,160,2.6,7,2,10,5,2,3,1,3
211,2011.46,Sudan,11,Sudan,Sudan,SDN,729,625,6.944,8.666962963,10,7,0.25,0.282,0.336,0.36,0.379,-2,1.388888889,1.47,1.188888889,18,,0.379,,,,0.708,106,450,56.76666667,16.8,12.8,18.16666667,7.566666667,64,49,,,,,,,,0,5,54,0,,,38,-13.06666667,26,74,0.2,0.3,4.9,40,43,66,979,20408,,128,419.1666667,1,31,20,15,14,5,,65,77,64,,7,12,79,27.1,43.2,61,2.6,2,26.6,40.1,17.8,20.3,88.76666667,73.4,5.766666667,3.7,103.7666667,104.0666667,46.1,47.26666667,,,,,,13,56,69.26666667,11.5,74,39.2,38,,5.9,6.9,4.9,36.7,61,71,3,7,14,21,1,0.3,1.366666667,70,109,304,335,986,,1.3,0.3,,0.8,,20.16666667,4.566666667,4.598888889,57.6,27.5,5.5,75,55.86666667,89,1353,1.9,8.166666667,,4578,47,65.26666667,,100,,30,2916,66,10.16666667,46567,0.1,10.66666667,2.366666667,0,6,2505813,2376000,129813,7687,853,45047502,42.1,55.2,2.7,2.484,36.11888889,11,-0.29,40,3.7,68.06888889,68.76888889,67.34,55.42,54.17888889,56.71,4.84,1.1,260000,61.1,71.76666667,50.5,,1.00E+11,68440000000,32.1,29,38.86666667,11.92,18.66666667,40,20.16666667,11.06,13.15,94.2,11.8,3.5,4.341,3.438,0,0,486700,84000,303800,11400,6800,0,0,0,0,84.95,-2.595,9.777,8.483,2.063,37.98,370400,15340000,70,4200000,140,19,121,5,5978,11900,4068,3,7,9,10,4,1,3,3,3
212,2011.46,Suriname,17,Suriname,Suriname,SUR,740,115,0,2,0,1,,,,0.636,0.646,-5,,,,,0.489,0.651,0.475,0.378,52.76666667,,,72,39.5,25.5,,,42.1,90,90,0.043962963,7.5,5.2,18.8,15.9,2.266666667,,2,1,10.56666667,0,,,,,,,4.5,5.4,11.4,0,7,16,0,6744,,,0.1,0,11,7,10,10,,,,,,13.66666667,,,,0.4,0.5,0.6,1.366666667,0.8,60,69.4,23,27.6,61.2,53.86666667,2.6,2.266666667,106.4,107.2,45.26666667,45.26666667,,,,,,6,,90.7,,113.7666667,90.06666667,75.4,64.56666667,12.3,32.26666667,17.16666667,13.16666667,100,527,5,31,16,14,1.366666667,2.7,2.366666667,25,27,128,218,728,,3.6,,,,,25.1,-7.7,3.7,195.1666667,30.1,0.1,4,3,3.766666667,5888,0.9,14.3,,,28,,,,,97,328,,9.666666667,327,1.1,,0,,,163820,156000,7820,1703,386,491989,26.36666667,67.26666667,6.266666667,1.086962963,16.42,5.54,0,69,1.5,17.60888889,20.78888889,14.19888889,74.21888889,71.46888889,77.15888889,1.95,1,3700,89.56666667,92,87.2,,4711000000,3682000000,10.8,24.36666667,64.76666667,0.1656,9.5,70,,0.3926,0.4259,,6.4,6.5,1.605,1.467,0,0,15190,14000,4308,6296,79.59888889,0,0,0,0,0,0.023999959,1.391,1.296999999,0.2633,0.5043,83700,763900,171,163000,51,5,46,,,4304,1200,0.6,0,2,0,3,5,0,1,0
213,2011.46,Svalbard,13,Svalbard,Svalbard and Jan Mayen Islands,SJM,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62045,62045,0,0,3587,2019,,,,-0.023962963,,,,,,,,,,,,,0,0,,,,,,,,,,0.001234,,,,0.02507,,,,,,,,,,,,,,,,,,,,0.1976,,,,,,,,4,1,3,1,,,,,,,,,4,,,
